Mod:Item:MetaData, Localized Name
extrautils2:itemdestructionwand, 破坏之杖
extrautils2:itemcreativebuilderswand, 创造建筑之杖
extrautils2:soundmuffler, 消音器
extrautils2:enderlilly, 末影百合种子
extrautils2:decorativesolidwood:0, 魔法木板
extrautils2:decorativesolidwood:1, 魔法木头
extrautils2:decorativesolidwood:2, 錾制木头
extrautils2:trashcan, 垃圾桶
extrautils2:trashcanfluid, 垃圾桶（流体）
extrautils2:trashcanenergy, 垃圾桶（能量）
extrautils2:angelblock, 天使方块
extrautils2:passivegenerator:0, 太阳能面板
extrautils2:passivegenerator:1, 月光面板
extrautils2:passivegenerator:2, 熔岩发电机
extrautils2:passivegenerator:3, 水力发电机
extrautils2:passivegenerator:4, 风力发电机
extrautils2:passivegenerator:5, 火力发电机
extrautils2:passivegenerator:6, 创造模式发电机
extrautils2:passivegenerator:7, 手动发电机
extrautils2:passivegenerator:8, 龙蛋发电机
extrautils2:supermobspawner, 重构的刷怪箱
extrautils2:cursedearth, 诅咒之土
extrautils2:redstoneclock, 红石钟
extrautils2:compressedcobblestone:0, 压缩圆石
extrautils2:compressedcobblestone:1, 二重压缩圆石
extrautils2:compressedcobblestone:2, 三重压缩圆石
extrautils2:compressedcobblestone:3, 四重压缩圆石
extrautils2:compressedcobblestone:4, 五重压缩圆石
extrautils2:compressedcobblestone:5, 六重压缩圆石
extrautils2:compressedcobblestone:6, 七重压缩圆石
extrautils2:compressedcobblestone:7, 八重压缩圆石
extrautils2:compresseddirt:0, 压缩泥土
extrautils2:compresseddirt:1, 二重压缩泥土
extrautils2:compresseddirt:2, 三重压缩泥土
extrautils2:compresseddirt:3, 四重压缩泥土
extrautils2:compressedsand:0, 压缩沙子
extrautils2:compressedsand:1, 二重压缩沙子
extrautils2:compressedgravel:0, 压缩沙砾
extrautils2:compressedgravel:1, 二重压缩沙砾
extrautils2:compressednetherrack:0, 压缩地狱岩
extrautils2:compressednetherrack:1, 二重压缩地狱岩
extrautils2:compressednetherrack:2, 三重压缩地狱岩
extrautils2:compressednetherrack:3, 四重压缩地狱岩
extrautils2:compressednetherrack:4, 五重压缩地狱岩
extrautils2:compressednetherrack:5, 六重压缩地狱岩
extrautils2:glasscutter, 玻璃切割刀
extrautils2:endershard, 末影碎片
extrautils2:redorchid, 红兰花
extrautils2:sickle_wood, 木镰刀
extrautils2:sickle_stone, 石镰刀
extrautils2:sickle_iron, 铁镰刀
extrautils2:sickle_gold, 金镰刀
extrautils2:sickle_diamond, 钻石镰刀
extrautils2:poweroverload, 能量过载器
extrautils2:resonator, 共振仪
extrautils2:suncrystal, 太阳晶体
extrautils2:spotlight, 聚光灯
extrautils2:screen, 屏幕
extrautils2:decorativesolid:0, 镶边石头
extrautils2:decorativesolid:1, 交错石头
extrautils2:decorativesolid:2, 磨制石头
extrautils2:decorativesolid:3, 烧制石头
extrautils2:decorativesolid:4, 沙化玻璃
extrautils2:decorativesolid:5, 錾制石头
extrautils2:decorativesolid:6, 蓝色石英
extrautils2:decorativesolid:7, 焦黑石英
extrautils2:decorativesolid:8, 彩虹石
extrautils2:ingredients:0, 共振红石水晶
extrautils2:ingredients:1, 红石齿轮
extrautils2:ingredients:2, 红石之眼
extrautils2:ingredients:3, 月球之尘
extrautils2:ingredients:4, 红煤
extrautils2:ingredients:5, 月之石
extrautils2:ingredients:6, 速度升级
extrautils2:ingredients:7, 堆叠升级
extrautils2:ingredients:8, 挖掘升级
extrautils2:ingredients:9, 基础升级
extrautils2:ingredients:10, 邪恶点滴
extrautils2:ingredients:11, 恶魔锭
extrautils2:ingredients:12, 附魔锭
extrautils2:ingredients:13, 无线RF加热线圈
extrautils2:ingredients:14, 蓝色染料
extrautils2:ingredients:15, 速度升级（魔法）
extrautils2:ingredients:16, 速度升级（极限）
extrautils2:ingredients:17, 恶魔灌注铁锭
extrautils2:goldenlasso:0, 黄金套索
extrautils2:goldenlasso:1, 诅咒套索
extrautils2:chickenring:0, 鸡翅膀指环
extrautils2:chickenring:1, 飞行鱿鱼指环
extrautils2:angelring:0, 天使指环
extrautils2:angelring:1, 天使指环
extrautils2:angelring:2, 天使指环
extrautils2:angelring:3, 天使指环
extrautils2:angelring:4, 天使指环
extrautils2:angelring:5, 天使指环
extrautils2:powermanager, 能量管理器
extrautils2:bagofholding, 手袋
extrautils2:decorativeglass:0, 增厚玻璃
extrautils2:decorativeglass:1, 增厚玻璃（镶边）
extrautils2:decorativeglass:2, 增厚玻璃（印花）
extrautils2:decorativeglass:3, 暗色玻璃
extrautils2:decorativeglass:4, 荧石玻璃
extrautils2:decorativeglass:5, 红石玻璃
extrautils2:ineffableglass:0, 空灵玻璃
extrautils2:ineffableglass:1, 反转空灵玻璃
extrautils2:ineffableglass:2, 奇妙玻璃
extrautils2:ineffableglass:3, 深色奇妙玻璃
extrautils2:pipe, 传输管道
extrautils2:playerchest, 玩家箱子
extrautils2:wrench, 扳手
extrautils2:boomerang, 魔法回旋镖
extrautils2:book, 实用设备手册
extrautils2:contract, 契约
extrautils2:chunkloader, 区块加载之杖
extrautils2:filter, 过滤器
extrautils2:filterfluids, 流体过滤
extrautils2:grocket:0, 传输节点（物品）
extrautils2:grocket:1, 过滤节点
extrautils2:grocket:2, 传输节点（流体）
extrautils2:grocket:3, 抽取节点（物品）
extrautils2:grocket:4, 抽取节点（流体）
extrautils2:grocket:5, 传输导管过滤器
extrautils2:grocket:6, 传输节点（能源）
extrautils2:indexer, 检索器
extrautils2:indexerremote, 检索遥控器
extrautils2:crafter, 合成器
extrautils2:scanner, 扫描仪
extrautils2:miner, 挖掘器
extrautils2:user, 使用者
extrautils2:klein:0, 克莱因瓶
extrautils2:drum:0, 石桶
extrautils2:drum:1, 铁桶
extrautils2:drum:2, 强化桶
extrautils2:drum:3, 恶魔桶
extrautils2:drum:4, 创造桶
extrautils2:machine:0, 机器方块
extrautils2:machine:0, 电炉
extrautils2:machine:0, 粉碎机
extrautils2:machine:0, 附魔器
extrautils2:machine:0, 生存者发电机
extrautils2:machine:0, 熔炉发电机
extrautils2:machine:0, 厨用发电机
extrautils2:machine:0, 熔岩发电机
extrautils2:machine:0, 高热红石发电机
extrautils2:machine:0, 末影发电机
extrautils2:machine:0, 药水发电机
extrautils2:machine:0, 粉红发电机
extrautils2:machine:0, 超频发电机
extrautils2:machine:0, TNT发电机
extrautils2:machine:0, 下界之星发电机
extrautils2:machine:0, 龙息发电机
extrautils2:machine:0, 霜冻发电机
extrautils2:machine:0, 死亡发电机
extrautils2:machine:0, 祛魔发电机
extrautils2:machine:0, 史莱姆发电机
extrautils2:teleporter:0, 主世界之门
extrautils2:teleporter:1, 漆黑之门
extrautils2:powertransmitter, 无线RF传输器
extrautils2:powerbattery, 无线RF电池
extrautils2:quarryproxy, 量子采石场具现设备
extrautils2:quarry, 量子采石场
extrautils2:spike_wood, 木锥刺方块
extrautils2:spike_stone, 石锥刺方块
extrautils2:spike_iron, 铁锥刺方块
extrautils2:spike_gold, 金锥刺方块
extrautils2:spike_diamond, 钻石锥刺方块
extrautils2:spike_creative, 创造锥刺方块
extrautils2:redstonelantern, 红石灯笼
extrautils2:largishchest, 稍大的箱子
extrautils2:minichest, 迷你箱子
extrautils2:rainbowgenerator:0, 彩虹发电机！
extrautils2:rainbowgenerator:1, 彩虹发电机（下半部分）
extrautils2:rainbowgenerator:2, 彩虹发电机（上半部分）
extrautils2:magicapple, 魔法苹果
extrautils2:simpledecorative:0, 附魔金属块
extrautils2:simpledecorative:1, 恶魔金属块
extrautils2:simpledecorative:2, 恶魔灌注金属块
extrautils2:creativechest, 创造模式箱子
extrautils2:creativeenergy, 创造模式能量源
extrautils2:creativeharvest, 创造模式收割者
extrautils2:trowel, 瓦刀
extrautils2:biomemarker, 生物群系标记
extrautils2:terraformer:0, 地形转化仪
extrautils2:terraformer:1, 天线
extrautils2:terraformer:2, 加湿器
extrautils2:terraformer:3, 除湿器
extrautils2:terraformer:4, 加热器
extrautils2:terraformer:5, 制冷器
extrautils2:terraformer:6, 除怪器
extrautils2:terraformer:7, 魔法吸收器
extrautils2:terraformer:8, 魔法灌注器
extrautils2:terraformer:9, 基本气象单元
extrautils2:trashchest, 垃圾回收箱
extrautils2:opinium:0, Opinium核心（没价值的）
extrautils2:opinium:1, Opinium核心（普通的）
extrautils2:opinium:2, Opinium核心（尚可的）
extrautils2:opinium:3, Opinium核心（比较好的）
extrautils2:opinium:4, Opinium核心（上好的）
extrautils2:opinium:5, Opinium核心（非常棒的）
extrautils2:opinium:6, Opinium核心（让人诧异的）
extrautils2:opinium:7, Opinium核心（激动人心的）
extrautils2:opinium:8, Opinium核心（简直完美的）
extrautils2:lawsword, 鬼哭
extrautils2:flattransfernode:0, 平面传输节点（物品）
extrautils2:flattransfernode:1, 平面传输节点（流体）
extrautils2:analogcrafter, 模拟合成台
extrautils2:decorativebedrock:0, 基岩砖
extrautils2:decorativebedrock:1, 基岩台阶
extrautils2:decorativebedrock:2, 基岩圆石
extrautils2:compoundbow, 复合弓
extrautils2:fireaxe, 消防斧
extrautils2:interactionproxy, 末影代理器
extrautils2:luxsaber:0, 光剑
extrautils2:luxsaber:0, 光剑
extrautils2:luxsaber:1, 光剑
extrautils2:luxsaber:1, 光剑
extrautils2:luxsaber:2, 光剑
extrautils2:luxsaber:2, 光剑
extrautils2:luxsaber:3, 光剑
extrautils2:luxsaber:3, 光剑
extrautils2:luxsaber:4, 光剑
extrautils2:luxsaber:4, 光剑
extrautils2:luxsaber:5, 光剑
extrautils2:luxsaber:5, 光剑
extrautils2:luxsaber:6, 光剑
extrautils2:luxsaber:6, 光剑
extrautils2:luxsaber:7, 光剑
extrautils2:luxsaber:7, 光剑
extrautils2:ironwood_leaves:0, 铁-杜松树叶
extrautils2:ironwood_leaves:1, 烧焦的铁-杜松树叶
extrautils2:ironwood_log:0, 铁-杜松原木
extrautils2:ironwood_log:1, 铁-杜松原木
extrautils2:ironwood_sapling:0, 铁-杜松树苗
extrautils2:ironwood_sapling:1, 死亡的铁-杜松树苗
extrautils2:ironwood_planks:0, 铁-杜松木板
extrautils2:ironwood_planks:1, 原铁-杜松木板
industrialupgrade:basemachine:1, 改良物质生成机
industrialupgrade:basemachine:2, 高级物质生成机
industrialupgrade:basemachine:3, 完美物质生成机
industrialupgrade:basemachine:4, 合金炉
industrialupgrade:basemachine:5, §9中子粒子发生器
industrialupgrade:basemachine:6, 电路板制造厂
industrialupgrade:basemachine:7, 造石机
industrialupgrade:basemachine:8, 量子采石场
industrialupgrade:basemachine:9, 模块处理机
industrialupgrade:basemachine:10, 改良发电机
industrialupgrade:basemachine:11, 高级发电机
industrialupgrade:basemachine:12, 完美发电机
industrialupgrade:basemachine:13, 改良量子采石场
industrialupgrade:basemachine:14, 高级量子采石场
industrialupgrade:basemachine:15, 完美量子采石场
industrialupgrade:adv_se_gen:0, 改良阳光化合物生成机
industrialupgrade:se_gen:0, 阳光化合物生成机
industrialupgrade:transformer_iu:0, 特高压变压器
industrialupgrade:transformer_iu:1, 极高压变压器
industrialupgrade:transformer_iu:2, 强导压变压器
industrialupgrade:transformer_iu:3, 剧差压变压器
industrialupgrade:transformer_iu:4, 零点压变压器
industrialupgrade:transformer_iu:5, 极限压变压器
industrialupgrade:transformer_iu:6, 究极压变压器
industrialupgrade:gen_sunnarium:0, 阳光化合物制造厂
industrialupgrade:avaritiapanel:0, §9中子素太阳能板
industrialupgrade:avaritiapanel:1, 无尽太阳能板
industrialupgrade:basemachine3:1, 辐射净化器
industrialupgrade:basemachine3:2, 私有机
industrialupgrade:basemachine3:3, 无线调节器
industrialupgrade:basemachine3:4, 自动猎人
industrialupgrade:basemachine3:5, 电热器
industrialupgrade:basemachine3:6, 液体加热器
industrialupgrade:draconicpanel:0, §d飞龙太阳能板
industrialupgrade:draconicpanel:1, §6神龙太阳能板
industrialupgrade:draconicpanel:2, §7混沌太阳能板
industrialupgrade:basemachine1:3, 改良合金炉
industrialupgrade:basemachine1:4, 改良地热发电机
industrialupgrade:basemachine1:5, 高级地热发电机
industrialupgrade:basemachine1:6, 完美地热发电机
industrialupgrade:basemachine1:7, 改良核反应堆
industrialupgrade:basemachine1:8, 高级核反应堆
industrialupgrade:basemachine1:9, 完美核反应堆
industrialupgrade:basemachine1:10, 富集发生器
industrialupgrade:basemachine1:11, 核聚变反应堆
industrialupgrade:basemachine1:12, 矿物分离机
industrialupgrade:basemachine1:13, 凋零制造厂
industrialupgrade:basemachine1:14, 电磁捕手
industrialupgrade:basemachine1:15, 电磁发电机
industrialupgrade:basemachine2:0, §9组合物质生成器
industrialupgrade:basemachine2:1, 自动钓鱼机
industrialupgrade:basemachine2:2, 分析仪
industrialupgrade:basemachine2:3, 印染机
industrialupgrade:basemachine2:4, 柴油发电机
industrialupgrade:basemachine2:5, 汽油发电机
industrialupgrade:basemachine2:6, 改良泵
industrialupgrade:basemachine2:7, 高级泵
industrialupgrade:basemachine2:8, 经验储存器
industrialupgrade:basemachine2:9, 氢气发电机
industrialupgrade:basemachine2:10, 黑曜石生成机
industrialupgrade:basemachine2:11, 化工厂
industrialupgrade:basemachine2:12, 熔岩生成机
industrialupgrade:basemachine2:13, 塑料制板机
industrialupgrade:basemachine2:14, 氦气生成机
industrialupgrade:basemachine2:15, 电解器
industrialupgrade:solid:0, 空气固态物质生成器
industrialupgrade:solid:1, 水固态物质生成器
industrialupgrade:solid:2, 主世界固态物质生成器
industrialupgrade:solid:3, 末地固态物质生成器
industrialupgrade:solid:4, 固态物质生成器
industrialupgrade:solid:5, 下界固态物质生成器
industrialupgrade:solid:6, 月光固态物质生成器
industrialupgrade:solid:7, 日光固态物质生成器
industrialupgrade:imp_chamber:0, 高级核反应仓
industrialupgrade:adv_chamber:0, 改良核反应仓
ic2:te:1, 工业TNT
ic2:te:2, 核弹
ic2:te:3, 火力发电机
ic2:te:4, 地热发电机
ic2:te:5, 动能发电机
ic2:te:6, 放射性同位素温差发电机
ic2:te:7, 半流质发电机
ic2:te:8, 太阳能板
ic2:te:9, 斯特林发电机
ic2:te:10, 水力发电机
ic2:te:11, 风力发电机
ic2:te:12, 电力加热机
ic2:te:13, 流体加热机
ic2:te:14, 放射性同位素温差加热机
ic2:te:15, 固体加热机
ic2:te:16, 电力动能发生机
ic2:te:17, 手摇动能发生机
ic2:te:18, 蒸汽动能发生机
ic2:te:19, 斯特林动能发生器
ic2:te:20, 水力动能发生机
ic2:te:21, 风力动能发生机
ic2:te:22, 核反应堆
ic2:te:23, 反应堆访问接口
ic2:te:24, 核反应仓
ic2:te:25, 反应堆流体接口
ic2:te:26, 反应堆红石接口
ic2:te:27, 冷凝机
ic2:te:28, 流体装罐机
ic2:te:29, 流体分配机
ic2:te:30, 流体流量调节机
ic2:te:31, 流体热交换机
ic2:te:32, 泵
ic2:te:33, 太阳能蒸馏机
ic2:te:34, 蒸汽机
ic2:te:35, 物品缓冲机
ic2:te:36, 日光灯
ic2:te:37, 磁化机
ic2:te:38, 电动分拣机
ic2:te:39, 传送机
ic2:te:40, 地形转换机
ic2:te:41, 特斯拉线圈
ic2:te:42, 流体/固体装罐机
ic2:te:43, 压缩机
ic2:te:44, 电炉
ic2:te:45, 提取机
ic2:te:46, 铁炉
ic2:te:47, 打粉机
ic2:te:48, 回收机
ic2:te:49, 固体装罐机
ic2:te:50, 高炉
ic2:te:51, 方块切割机
ic2:te:52, 热能离心机
ic2:te:53, 发酵机
ic2:te:54, 感应炉
ic2:te:55, 金属成型机
ic2:te:56, 洗矿机
ic2:te:57, 高级采矿机
ic2:te:58, 作物收割机
ic2:te:59, 作物监管机
ic2:te:60, 采矿机
ic2:te:92, 物质生成机
ic2:te:93, UU组装台
ic2:te:61, 物质生成机
ic2:te:62, 模式存储机
ic2:te:63, 复制机
ic2:te:64, 模式扫描机
ic2:te:65, 能源交易机
ic2:te:66, 保险箱
ic2:te:67, 贸易箱
ic2:te:94, Trading Terminal
ic2:te:68, 充电座（储电盒）
ic2:te:69, 充电座（CESU）
ic2:te:70, 充电座（MFE）
ic2:te:71, 充电座（MFSU）
ic2:te:72, 储电箱
ic2:te:73, CESU储电箱
ic2:te:74, MFE储电箱
ic2:te:75, MFSU储电箱
ic2:te:76, 电解机
ic2:te:77, 低压变压器
ic2:te:78, 中压变压器
ic2:te:79, 高压变压器
ic2:te:80, 超高压变压器
ic2:te:81, 流体储存器
ic2:te:82, 区块加载器
ic2:te:83, 致密物品缓冲机
ic2:te:86, 创造模式发电机
ic2:te:87, 蒸汽再加压机
ic2:te:90, 高级流体分配机
ic2:te:91, 高级物品分配机
ic2:te:84, 反应堆冷却液注入器（RSH）
ic2:te:85, 反应堆冷却液注入器（LZH）
ic2:te:88, 工业工作台
ic2:te:89, 批量工作台
ic2:te:100, 焦炉
ic2:te:101, 焦炉接口
ic2:te:102, 焦炉炉床
ic2:te:111, 木质储物箱
ic2:te:112, 铁质储物箱
ic2:te:113, 青铜储物箱
ic2:te:114, 钢质储物箱
ic2:te:115, 铱质储物箱
ic2:te:131, 青铜储罐
ic2:te:132, 铁储罐
ic2:te:133, 钢储罐
ic2:te:134, 铱储罐
industrialupgrade:imp_se_gen:0, 高级阳光化合物生成机
industrialupgrade:machines:0, §8高级太阳能板
industrialupgrade:machines:1, §3混合太阳能板
industrialupgrade:machines:2, §9终极混合太阳能板
industrialupgrade:machines:3, §2量子太阳能板
industrialupgrade:machines:4, §e光谱太阳能板
industrialupgrade:machines:5, §5质子太阳能板
industrialupgrade:machines:6, §8奇异太阳能板
industrialupgrade:machines:7, §c管理员太阳能板
industrialupgrade:machines:8, §a光子太阳能板
industrialupgrade:machines:9, §9中子太阳能板
industrialupgrade:machines:10, §d重子太阳能板
industrialupgrade:machines:11, §d强子太阳能板
industrialupgrade:machines:12, §d重力太阳能板
industrialupgrade:machines:13, §d夸克太阳能板
industrialupgrade:moremachine:0, 改良打粉机
industrialupgrade:moremachine:1, 高级打粉机
industrialupgrade:moremachine:2, 完美打粉机
